model_name,sample_index,error_label,human_error_label,Review_Notes,reference,prediction,dialogue,rouge1,rouge2,rougeL,bs_f1_raw,informativeness,clarity,plausibility,faithfulness,Length Ratio
aya-expanse:8b,95,NO-ERROR,,The summary accurately reflects the dialogue's key facts and relations.,琳达没赶上火车，下一班一小时后就到了。返回阿姆斯特丹的费用是80欧元。,林达错过了火车，约瑟夫询问下一次出发时间，得知一个小时后有下一班。达西安慰她这不是大灾难。林达表示票价高达80欧元，需要返回阿姆斯特丹，并表达了惊讶之情。,"Linda: I missed the train
 Joseph: When is the next one?
 Linda: In one hour
 Darcy: Not a tragedy
 Linda: It was 80 euros
 Linda: Return to Amsterdam
 Linda: I was shocked!!",37.5,16.13,25,75.06,3.537395239,4.050248146,4.091359138,2.886463642,2.200000
aya-expanse:8b,96,H-ROLE|H-MOD,,It reverses the thesis-supervisor relationship and falsely says Joanna had no recent contact.,莱万多夫斯卡得了麻疹。从17号到19号，所有和她接触过的人都在主楼接种疫苗。,他们正在通过邮件通知关于Lewandowska的情况。她因患上麻疹而住院。与她在过去几天内有过接触的人需要接种疫苗。乔安娜是她的论文导师，但幸运的是她没有在最近学期与她有过面对面的交流。学校将在17日至19日在主楼组织疫苗接种活动。乔安娜计划在18日工作前尽量完成接种。,"Joanna: They are sending emails about Lewandowska.
 Merve: What happened?
 Joanna: <file_photo> 
 Merve: Wooow!
 Joanna: She is hospitalized because she has measles.
 Merve: She had what?
 Joanna: Anyone who had contact with her within the last couple of days must get vaccinated.
 Merve: Luckily I didn't see her since the last semester...
 Joanna: I did, she is my thesis mentor :(
 Merve: What will you do?
 Joanna: They are organizing vaccinations in the main building from 17th until 19th.
 Merve: You have to go!
 Joanna: I know... And I just started working so I really don't have a lot of time.
 Merve: Come on, this is really important.
 Joanna: I will try to do it before work on 18th, hopefully I won't lose the entire day...",26.17,5.71,16.82,70.33,3.402068853,3.911036730,3.946104288,2.975665808,3.552632
aya-expanse:8b,97,LANG,,The output reproduces speaker turns instead of providing a summary.,卡尔在等梅格，她找不到钥匙，要迟到了。,"卡尔：你在哪里？
 卡尔：我还在等你！
 梅格：我还需要五分钟，我把钥匙丢了。","Carl: Where are u?
 Carl: I'm still waiting for u!!!
 Meg: I need 5 minutes more, I've lost my key somewhere :(",41.03,10.81,35.9,71.86,3.324458361,4.399445534,4.173338890,3.353269577,1.842105
aya-expanse:8b,98,NO-ERROR,,The summary accurately reflects the dialogue's key facts and relations.,玛丽亚厌倦了她的工作。,玛丽亚表示对工作感到厌倦，无法再忍受。安娜斯塔西亚理解她的感受，但建议她冷静下来。费利克斯也劝她不要冲动做出决定。玛丽亚感到伤心。,"Maria: I'm tired of this job, I can't stand it anymore
 Anastasia: I know, but calm down
 Felix: don't make decisions in this rash
 Maria: :(",23.81,5,19.05,72.21,2.962605000,4.278431892,4.168863773,3.484817028,5.909091
aya-expanse:8b,99,NO-ERROR,,The summary accurately reflects the dialogue's key facts and relations.,卢克明天下午2点22分要去冲浪。,卢克今天冲浪经历了糟糕的一天：零波浪、三次被拍打，还有一次被板子击中头。尽管如此，他仍期待下一次冲浪。肯和夏尔也分享了自己类似的冲浪经历。卢克明天下午两点二十二分将再次尝试，并提到低潮时能更好地看到岩石。埃里克则认为中潮通常更理想，因为看到岩石可能很危险。,"Luke: wow I got my ass kicked surfing today. 0 waves, 3 wipeouts and 1 surfboard to the head! (can't wait to go back though :D)
 Ken: Yaaaay welcome to the tumble dry club - some days is great others just a knock about
 Summer: I almost lost my tooth one time ;) Hopefully next time is better!
 Luke: low tide is 2:22PM tomorrow. I'll be out there
 Eric: I thought mid tide is generally the best ?
 Luke: Oh yeah? Yesterday was low tide. I thought that's best cuz you can see the rocks
 Eric: Seeing rocks is a bad thing. I mean, you want to be aware of where they are for sure. But rocks in your vision = no bueno
 Luke: well I'd rather seem than** run into them. When the tide is out you're not surfing over the rocks",9.64,4.94,7.23,66.16,3.271920681,3.995912075,3.994986057,2.925731182,8.000000
gemma4:e4b,0,H-MOD,H-MOD,"It reverses 'hardest to resist,' saying clothes and books are the easiest things to resist.",佩顿给麦克斯提供了卖衣服的网站。他喜欢浏览、试穿衣服，但不一定都会买。他经常买衣服和书，因为他也喜欢阅读。,两人讨论了购买衣服的网站，并分享了各自的购物习惯。Max询问Payton是否喜欢购物，Payton表示喜欢逛街和试穿，但不一定每次都买东西；她透露自己最容易抗拒的两样东西是衣服和书。,"Max: Know any good sites to buy clothes from?
 Payton: Sure :) <file_other> <file_other> <file_other> <file_other> <file_other> <file_other> <file_other>
 Max: That's a lot of them!
 Payton: Yeah, but they have different things so I usually buy things from 2 or 3 of them.
 Max: I'll check them out. Thanks. 
 Payton: No problem :)
 Max: How about u?
 Payton: What about me?
 Max: Do u like shopping?
 Payton: Yes and no.
 Max: How come?
 Payton: I like browsing, trying on, looking in the mirror and seeing how I look, but not always buying.
 Max: Y not?
 Payton: Isn't it obvious? ;)
 Max: Sry ;)
 Payton: If I bought everything I liked, I'd have nothing left to live on ;)
 Max: Same here, but probably different category ;)
 Payton: Lol
 Max: So what do u usually buy?
 Payton: Well, I have 2 things I must struggle to resist!
 Max: Which are?
 Payton: Clothes, ofc ;)
 Max: Right. And the second one?
 Payton: Books. I absolutely love reading!
 Max: Gr8! What books do u read?
 Payton: Everything I can get my hands on :)
 Max: Srsly?
 Payton: Yup :)",45.98,18.82,41.38,73.57,2.807709217,3.634865999,3.716820240,2.767805576,1.716981
gemma4:e4b,1,H-ENT,H-ENT,It changes Japan's Nagoro village into Nagoya village.,凯利很害怕芬兰雕塑花园里的人物，因为她觉得那些人物的脸非常病态。对奥利来说，这就像日本的人偶村，令人毛骨悚然。,大家分享了各自推荐的“恐怖”景点。凯莉介绍了芬兰的一个雕塑花园，虽然不是雕塑本身可怕，但因为数量多且雕像的面部表情（如拥抱、运动等）让人感到诡异，而且到处都是盯着人的脸。奥利则推荐了日本名古屋村，描述了一个与真人大小的雕像数量超过实际居民数量的村庄，气氛非常阴森恐怖。大家对这些地方都表示了惊悚感。最后，大家互相道别。,"Ollie: Okay, Kelly! Ur up nxt!
 Kelly: Me? I don't wanna.
 Mickey: C'mon!
 Jessica: Yeah! What's yours?
 Kelly: Fine. It's a sculpture garden in Finnland.
 Ollie: What's scary about sculptures? Wait! Do they resemble vampires and stuff?
 Mickey: Nah, I'm sure they look rly nice.
 Kelly: It's not the sculptures, it's the amount of them and their faces!
 Jessica: Faces? What faces?
 Kelly: Well, they resemble ppl in different activities like hugging, training, doing sport and so on. But the faces are just morbid and there's like a hundred of them. All staring at you!
 Ollie: Another one?
 Mickey: Certainly!
 Jessica: Well, Ollie, ur turn!
 Ollie: Nagoro village in Japan!
 Mickey: Y?
 Ollie: Well, maybe it's not scary, but it similar to Kelly's place. It's just creepy as hell.
 Jessica: Bt y?
 Ollie: Imagine a village with ppl living in it. And in the same village u have these human-sized figures. And there's more of them than the ppl that actually live there!
 Kelly: Creepy AH!
 Mickey: WTF?! Y would ppl even do that?
 Jessica: Idk. Idc. Never. Going. There.
 Ollie: See! Mine was the worst!
 Jessica: Bt not the scariest!
 Ollie: Point taken.
 Mickey: Listen, guys, fun talking to u, bt gotta go. 
 Kelly: Yeah, me too. Bye!
 Jessica: Bye!
 Ollie: Cu!",24.24,3.08,16.67,65.52,3.584555864,4.028237343,4.085587502,3.533229113,2.890909
gemma4:e4b,2,NO-ERROR,NO-ERROR,The summary accurately reflects the dialogue's key facts and relations.,贝拉和埃里克拒绝了一个客户的要求。他们老板很赞赏这个决定。他会吸引新的客户来。,艾里克询问了老板办公室发生的事情，贝拉澄清老板并没有生气，反而赞赏他们果断拒绝客户请求的决定。两人对老板的反应感到惊讶，艾里克猜测这可能是因为老板原本想引入竞争对手的新客户，而这个结果反而成了好事。,"Eric: Hey Bella, What happened today in boss's room?? Was he angry??
 Bella: NO NO!!! He wasn't angry at all.. He actually appreciated on our brave deccision to dismiss the request of client..
 Eric: REALLY!! He appreciated this decision..
 Bella: Yeah he really did.. I too was astounded by his reaction...
 Eric: What could possibly lead to this?? I mean , they were potential clients...
 Bella: What he told me was that he was looking forward to bring in new clients which were our current client's competitor..
 Eric: Oh that could possibly be the reason.Well anyways you got appreciation xD congo 
 Bella: hahaha Blessing in disguise xD",38.46,2.63,23.08,70.18,3.124492884,3.478845596,3.827324629,3.104425192,2.538462
gemma4:e4b,3,H-CIRC,H-CIRC,It turns Carter's current location at the station into the place where he will give Mary money.,玛丽的钱用完了，卡特打算一小时后借给她一点。,玛丽向卡特借钱，卡特说一小时后在火车站给。,"Mary: hey, im kinda broke, lend me a few box
 Carter: okay, give me an hour, im at the train station
 Mary: cool, thanks",42.86,23.08,42.86,79.05,3.466065168,4.184309959,4.133460999,2.996450901,0.954545
gemma4:e4b,4,H-ENT|H-MOD,H-ENT|H-MOD,It changes May's name to Maya and turns a joking possibility of two drinks into a firm agreement.,杰克和梅一会儿要喝鸡尾酒。,杰克问玛雅稍后要不要喝鸡尾酒，玛雅非常兴奋地同意了。当杰克开玩笑说她今天有点紧张时，玛雅承认了这一点，并表示喝酒会有帮助，最后两人约定可以喝两杯。,"Jack: Cocktails later?
 May: YES!!!
 May: You read my mind...
 Jack: Possibly a little tightly strung today?
 May: Sigh... without question.
 Jack: Thought so.
 May: A little drink will help!
 Jack: Maybe two!",15.38,4,15.38,67.61,2.748927593,3.811534405,3.669676542,2.589767694,5.615385
gemma4:e4b,5,NO-ERROR,NO-ERROR,The summary accurately reflects the dialogue's key facts and relations.,约瑟夫给艾拉发了一张乌耶克·雅内克家双胞胎奶牛的照片，艾拉很高兴。,约瑟夫发了照片，艾拉认出是小奶牛；约瑟夫说那是“Wujek Janek”的双胞胎奶牛，艾拉纠正为“Twins”，并对这些小奶牛表示喜爱和想触摸的愿望。,"Joseph: It's fuzzy but I think you can recognize what's that(^_-)-☆
 Joseph: <file_photo>
 Ella: Ooooo
 Ella: Baby cows??(/◕ヮ◕)/(/◕ヮ◕)/(/◕ヮ◕)/
 Joseph: Wujek Janek has tween cows:D
 Ella: Twins* darling xD
 Joseph: Oh yeah, sorry Twins*
 Ella: Good for him!! So cool❤️❤️
 Ella: Wanna touch them❤️❤️❤️",33.9,10.53,23.73,72.84,3.788214207,3.993819237,4.095850468,3.548740149,2.242424
gemma4:e4b,6,H-ENT,H-ENT,It misreads a biscuit-colored Labrador as a separate dog breed.,之前阿黛尔得到了一只新的可爱的拉布拉多狗，4个月大，名叫秋伊。她的猫咪们和她保持着距离，而小狗波比和露露都很像它们的妈妈秋伊和斯皮迪，都想出去玩。,阿黛尔和洛拉聊起阿黛尔新养了一只四个月大的比斯吉犬幼犬，名叫Bones。她们谈到其他宠物对小狗的反应，提到猫咪保持距离，但Poppy和Lulu似乎像母狗一样照顾它，而Speedy则想玩耍。阿黛尔分享了她之前收养的成年狗狗需要断奶，并且指出了公狗和母狗都比较爱打架的特点。洛拉对小狗感到可爱并期待看到它。,"Lola: hey girlfriend, what's up?
 Adele: Oh, hi Lols, not much.
 Adele: got a new dog.
 Lola: another one?
 Adele: Yup. a pup biscuit lab. 4 months. Chewy.
 Lola: how did the others react?
 Adele: the cats keep their distance, Poppy and Lulu seem to mother him. Speedy wants to play.
 Lola: no fighting? that's new.
 Adele: they say puppies are accepted by other animals more easily than older dogs
 Lola: especially girl dogs, probably
 Adele: with the other ones I had to wean them because I took them in as adult dogs. And girls like to fight. like crazy.
 Lola: doggies, right/.
 Adele: that too :P
 Lola: haha. true though.
 Adele: I know, right. Anyway, called him Bones. He's so plump it kinda fit.
 Lola: cute. can't wait to see him.",43.41,7.87,27.91,73.53,3.913402081,4.113764286,4.216153622,3.136081934,2.068493
gemma4:e4b,7,NO-ERROR,NO-ERROR,The summary accurately reflects the dialogue's key facts and relations.,琳达和劳拉明天要去一家意大利餐馆。,两人讨论了第二天的去处，最终决定去一家意大利餐厅，琳达特别提到了那里的意面和布朗尼。劳拉提醒她以前不吃甜食，但琳达解释说这个布朗尼不太甜。,"Laura: where will we go tommorow?
 Linda: maybe this italian restaurant?
 Laura: hmm ok
 Linda: i love their pasta
 Linda: and brownie :)
 Laura: i thouht you dont eat sweets
 Linda: this brownie is not so sweet",25,8.7,12.5,70.52,2.736496925,3.714566469,3.690874577,2.610863686,4.058824
